StazPrelievo;StazDeposito;MesePrelievo;Durata
Polo Marzotto;Borgo Stretto;10;133
Polo Marzotto;Borgo Stretto;3;133
Stazione F.S.;Vittorio Emanuele;2;133
Polo Marzotto;Borgo Stretto;4;133
Polo Marzotto;Borgo Stretto;12;133
Comune Palazzo Blu;Teatro Tribunale;4;133
Teatro Tribunale;Borgo Stretto;3;133
Borgo Stretto;Polo Marzotto;7;133
Borgo Stretto;Polo Marzotto;1;133
Stazione F.S.;Vittorio Emanuele;12;133
Borgo Stretto;Teatro Tribunale;10;133
Polo Marzotto;Borgo Stretto;6;133
Comune Palazzo Blu;Vittorio Emanuele;6;133
Borgo Stretto;Polo Marzotto;12;133
Borgo Stretto;Polo Marzotto;3;133
Polo Marzotto;Borgo Stretto;6;133
Borgo Stretto;Polo Marzotto;1;133
Stazione F.S.;Vittorio Emanuele;10;133
Polo Marzotto;Borgo Stretto;10;133
Borgo Stretto;Polo Marzotto;2;133
Borgo Stretto;Teatro Tribunale;4;133
Stazione F.S.;Vittorio Emanuele;3;133
Borgo Stretto;Polo Marzotto;10;134
Polo Marzotto;Borgo Stretto;3;134
Polo Marzotto;Borgo Stretto;10;134
Comune Palazzo Blu;Borgo Stretto;3;134
Polo Marzotto;Teatro Tribunale;4;134
Polo Marzotto;Borgo Stretto;4;134
Polo Marzotto;Teatro Tribunale;10;134
Polo Marzotto;Borgo Stretto;11;134
Borgo Stretto;Porta a Lucca;6;134
Polo Marzotto;Borgo Stretto;11;134
Polo Marzotto;Borgo Stretto;5;134
Polo Marzotto;Borgo Stretto;9;134
Polo Marzotto;Borgo Stretto;4;134
Stazione F.S.;Vittorio Emanuele;4;134
Borgo Stretto;Polo Marzotto;6;134
Teatro Tribunale;Borgo Stretto;5;134
Polo Marzotto;Borgo Stretto;7;134
Polo Marzotto;Borgo Stretto;10;134
Borgo Stretto;Polo Marzotto;3;134
Stazione F.S.;Vittorio Emanuele;9;134
Borgo Stretto;Teatro Tribunale;2;134
Borgo Stretto;Polo Marzotto;4;134
Borgo Stretto;Polo Marzotto;11;134
Polo Marzotto;Borgo Stretto;4;134
Stazione F.S.;Vittorio Emanuele;3;134
Borgo Stretto;Polo Marzotto;2;134
Stazione F.S.;Vittorio Emanuele;11;134
Teatro Tribunale;Borgo Stretto;5;134
Polo Marzotto;Borgo Stretto;4;134
Polo Marzotto;Borgo Stretto;11;134
Borgo Stretto;Polo Marzotto;2;134
Polo Marzotto;Borgo Stretto;6;134
Polo Marzotto;Borgo Stretto;5;134
Stazione F.S.;Vittorio Emanuele;4;134
Borgo Stretto;Polo Marzotto;5;134
Teatro Tribunale;Borgo Stretto;4;134
Polo Marzotto;Borgo Stretto;10;134
Borgo Stretto;Polo Marzotto;2;135
Borgo Stretto;Polo Marzotto;3;135
Stazione F.S.;Vittorio Emanuele;6;135
Borgo Stretto;Polo Marzotto;4;135
Stazione F.S.;Vittorio Emanuele;7;135
Teatro Tribunale;Borgo Stretto;10;135
Polo Marzotto;Borgo Stretto;2;135
Polo Marzotto;Borgo Stretto;12;135
Borgo Stretto;Polo Marzotto;3;135
Polo Marzotto;Borgo Stretto;12;135
Comune Palazzo Blu;Teatro Tribunale;1;135
Borgo Stretto;Polo Marzotto;1;135
Polo Marzotto;Borgo Stretto;11;135
Polo Marzotto;Borgo Stretto;9;135
Borgo Stretto;Polo Marzotto;2;135
Polo Marzotto;Borgo Stretto;1;135
Polo Marzotto;Borgo Stretto;12;135
Polo Marzotto;Borgo Stretto;11;135
Borgo Stretto;Polo Marzotto;3;135
Stazione F.S.;Vittorio Emanuele;7;135
Stazione F.S.;Vittorio Emanuele;3;135
Borgo Stretto;Comune Palazzo Blu;11;135
Polo Marzotto;Borgo Stretto;10;135
Teatro Tribunale;Borgo Stretto;11;135
Borgo Stretto;Teatro Tribunale;3;136
Borgo Stretto;Polo Marzotto;5;136
Borgo Stretto;Polo Marzotto;6;136
Borgo Stretto;Polo Marzotto;12;136
Polo Marzotto;Borgo Stretto;12;136
Polo Marzotto;Borgo Stretto;5;136
Stazione F.S.;Vittorio Emanuele;1;136
Borgo Stretto;Polo Marzotto;4;136
Polo Marzotto;Borgo Stretto;4;136
Polo Marzotto;Borgo Stretto;11;136
Polo Marzotto;Borgo Stretto;5;136
Polo Marzotto;Borgo Stretto;12;136
Borgo Stretto;Teatro Tribunale;4;136
Borgo Stretto;Polo Marzotto;6;136
Borgo Stretto;Polo Marzotto;2;136
Vittorio Emanuele;Stazione F.S.;11;136
Polo Marzotto;Borgo Stretto;9;136
Polo Marzotto;Borgo Stretto;2;136
Comune Palazzo Blu;Borgo Stretto;2;136
Teatro Tribunale;Borgo Stretto;9;136
Comune Palazzo Blu;Teatro Tribunale;2;136
Borgo Stretto;Polo Marzotto;11;136
Teatro Tribunale;Polo Marzotto;12;136
Polo Marzotto;Borgo Stretto;3;136
Polo Marzotto;Borgo Stretto;12;136
Polo Marzotto;Borgo Stretto;4;136
Stazione F.S.;Vittorio Emanuele;6;136
Borgo Stretto;Polo Marzotto;2;136
Borgo Stretto;Comune Palazzo Blu;11;136
Teatro Tribunale;Borgo Stretto;12;136
Stazione F.S.;Vittorio Emanuele;4;136
Borgo Stretto;Polo Marzotto;3;136
Borgo Stretto;Polo Marzotto;6;136
Borgo Stretto;Polo Marzotto;5;136
Polo Marzotto;Teatro Tribunale;3;136
Polo Marzotto;Borgo Stretto;11;136
Borgo Stretto;Polo Marzotto;2;136
Borgo Stretto;Comune Palazzo Blu;10;136
Teatro Tribunale;Comune Palazzo Blu;8;136
Stazione F.S.;Vittorio Emanuele;9;137
Polo Marzotto;Borgo Stretto;6;137
Polo Marzotto;Borgo Stretto;1;137
Borgo Stretto;Polo Marzotto;3;137
Borgo Stretto;Polo Marzotto;10;137
Borgo Stretto;Polo Marzotto;2;137
Polo Marzotto;Borgo Stretto;9;137
Polo Marzotto;Borgo Stretto;11;137
Polo Marzotto;Borgo Stretto;1;137
Polo Marzotto;Borgo Stretto;3;137
Borgo Stretto;Polo Marzotto;3;137
Borgo Stretto;Polo Marzotto;5;137
Borgo Stretto;Polo Marzotto;11;137
Borgo Stretto;Polo Marzotto;11;137
Vittorio Emanuele;Comune Palazzo Blu;6;137
Stazione F.S.;Vittorio Emanuele;3;137
Polo Marzotto;Borgo Stretto;4;137
Polo Marzotto;Borgo Stretto;3;137
Teatro Tribunale;Borgo Stretto;3;137
Borgo Stretto;Comune Palazzo Blu;12;137
Borgo Stretto;Polo Marzotto;7;137
Polo Marzotto;Borgo Stretto;7;137
Porta a Lucca;Borgo Stretto;5;137
Stazione F.S.;Vittorio Emanuele;2;137
Teatro Tribunale;Borgo Stretto;2;138
Polo Marzotto;Borgo Stretto;12;138
Borgo Stretto;Polo Marzotto;7;138
Borgo Stretto;Polo Marzotto;2;138
Vittorio Emanuele;Comune Palazzo Blu;3;138
Borgo Stretto;Comune Palazzo Blu;11;138
Borgo Stretto;Teatro Tribunale;3;138
Borgo Stretto;Teatro Tribunale;3;138
Borgo Stretto;Polo Marzotto;8;138
Polo Marzotto;Borgo Stretto;12;138
Borgo Stretto;Polo Marzotto;3;138
Polo Marzotto;Teatro Tribunale;10;138
Borgo Stretto;Polo Marzotto;5;138
Comune Palazzo Blu;Vittorio Emanuele;6;138
Borgo Stretto;Porta a Lucca;5;138
Polo Marzotto;Borgo Stretto;2;138
Polo Marzotto;Teatro Tribunale;6;138
Teatro Tribunale;Borgo Stretto;4;138
Vittorio Emanuele;Comune Palazzo Blu;7;138
Polo Marzotto;Teatro Tribunale;10;138
Teatro Tribunale;Polo Marzotto;12;138
Teatro Tribunale;Borgo Stretto;7;138
Polo Marzotto;Teatro Tribunale;4;138
Borgo Stretto;Polo Marzotto;1;138
Borgo Stretto;Polo Marzotto;10;138
Borgo Stretto;Polo Marzotto;2;138
Borgo Stretto;Porta a Lucca;6;138
Polo Marzotto;Borgo Stretto;5;138
Polo Marzotto;Borgo Stretto;10;138
Stazione F.S.;Vittorio Emanuele;12;138
Borgo Stretto;Teatro Tribunale;3;138
Polo Marzotto;Teatro Tribunale;2;138
Polo Marzotto;Borgo Stretto;7;138
Polo Marzotto;Borgo Stretto;9;138
Polo Marzotto;Borgo Stretto;10;138
Polo Marzotto;Borgo Stretto;1;138
Polo Marzotto;Borgo Stretto;6;138
Porta a Lucca;Borgo Stretto;3;138
Borgo Stretto;Polo Marzotto;11;138
Polo Marzotto;Borgo Stretto;12;138
Polo Marzotto;Borgo Stretto;11;138
Polo Marzotto;Borgo Stretto;8;139
Polo Marzotto;Borgo Stretto;1;139
Polo Marzotto;Borgo Stretto;11;139
Polo Marzotto;Borgo Stretto;3;139
Teatro Tribunale;Borgo Stretto;4;139
Polo Marzotto;Borgo Stretto;10;139
Polo Marzotto;Teatro Tribunale;9;139
Polo Marzotto;Teatro Tribunale;9;139
Polo Marzotto;Borgo Stretto;4;139
Borgo Stretto;Polo Marzotto;4;139
Comune Palazzo Blu;Borgo Stretto;2;139
Comune Palazzo Blu;Borgo Stretto;3;139
Polo Marzotto;Borgo Stretto;2;139
Borgo Stretto;Polo Marzotto;11;139
Borgo Stretto;Teatro Tribunale;6;139
Comune Palazzo Blu;Vittorio Emanuele;1;139
Polo Marzotto;Borgo Stretto;11;139
Polo Marzotto;Borgo Stretto;10;139
Polo Marzotto;Borgo Stretto;11;139
Polo Marzotto;Borgo Stretto;7;139
Teatro Tribunale;Comune Palazzo Blu;2;139
Teatro Tribunale;Borgo Stretto;6;139
Borgo Stretto;Polo Marzotto;2;139
Borgo Stretto;Polo Marzotto;8;139
Borgo Stretto;Teatro Tribunale;2;139
Polo Marzotto;Borgo Stretto;3;139
Borgo Stretto;Polo Marzotto;9;139
Polo Marzotto;Borgo Stretto;2;139
Borgo Stretto;Polo Marzotto;1;139
Polo Marzotto;Borgo Stretto;11;139
Polo Marzotto;Borgo Stretto;8;139
Polo Marzotto;Borgo Stretto;2;139
Borgo Stretto;Polo Marzotto;4;139
Polo Marzotto;Borgo Stretto;9;139
Borgo Stretto;Polo Marzotto;9;139
Teatro Tribunale;Borgo Stretto;5;139
Polo Marzotto;Teatro Tribunale;8;139
Porta a Lucca;Borgo Stretto;8;139
Polo Marzotto;Borgo Stretto;4;139
Polo Marzotto;Borgo Stretto;1;139
Polo Marzotto;Teatro Tribunale;6;139
Polo Marzotto;Borgo Stretto;2;139
Polo Marzotto;Borgo Stretto;6;140
Borgo Stretto;Comune Palazzo Blu;11;140
Borgo Stretto;Polo Marzotto;5;140
Borgo Stretto;Polo Marzotto;1;140
Comune Palazzo Blu;Borgo Stretto;1;140
Stazione F.S.;Vittorio Emanuele;3;140
Borgo Stretto;Comune Palazzo Blu;5;140
Borgo Stretto;Polo Marzotto;1;140
Polo Marzotto;Borgo Stretto;1;140
Borgo Stretto;Polo Marzotto;11;140
Polo Marzotto;Borgo Stretto;9;140
Teatro Tribunale;Borgo Stretto;5;140
Borgo Stretto;Polo Marzotto;1;140
Borgo Stretto;Polo Marzotto;3;140
Teatro Tribunale;Borgo Stretto;5;140
Borgo Stretto;Teatro Tribunale;9;140
Borgo Stretto;Comune Palazzo Blu;9;140
Borgo Stretto;Polo Marzotto;3;140
Borgo Stretto;Polo Marzotto;10;140
Polo Marzotto;Teatro Tribunale;9;140
Polo Marzotto;Borgo Stretto;4;140
Borgo Stretto;Comune Palazzo Blu;7;140
Polo Marzotto;Borgo Stretto;5;140
Polo Marzotto;Borgo Stretto;1;140
Stazione F.S.;Vittorio Emanuele;5;140
Polo Marzotto;Borgo Stretto;6;140
Borgo Stretto;Porta a Lucca;6;140
Polo Marzotto;Teatro Tribunale;6;140
Comune Palazzo Blu;Borgo Stretto;2;140
Stazione F.S.;Vittorio Emanuele;8;140
Polo Marzotto;Borgo Stretto;5;140
Polo Marzotto;Borgo Stretto;7;141
Polo Marzotto;Borgo Stretto;5;141
Polo Marzotto;Borgo Stretto;2;141
Stazione F.S.;Vittorio Emanuele;2;141
Polo Marzotto;Borgo Stretto;4;141
Borgo Stretto;Polo Marzotto;2;141
Polo Marzotto;Borgo Stretto;10;141
Teatro Tribunale;Borgo Stretto;11;141
Comune Palazzo Blu;Borgo Stretto;10;141
Polo Marzotto;Borgo Stretto;9;141
Polo Marzotto;Borgo Stretto;10;141
Vittorio Emanuele;Stazione F.S.;10;141
Teatro Tribunale;Polo Marzotto;9;141
Stazione F.S.;Vittorio Emanuele;5;141
Teatro Tribunale;Polo Marzotto;11;141
Borgo Stretto;Polo Marzotto;9;141
Borgo Stretto;Polo Marzotto;4;141
Borgo Stretto;Polo Marzotto;3;141
Comune Palazzo Blu;Borgo Stretto;2;141
Teatro Tribunale;Comune Palazzo Blu;12;141
Borgo Stretto;Polo Marzotto;4;141
Teatro Tribunale;Comune Palazzo Blu;2;141
Borgo Stretto;Comune Palazzo Blu;3;141
Borgo Stretto;Comune Palazzo Blu;5;141
Stazione F.S.;Vittorio Emanuele;11;141
Polo Marzotto;Borgo Stretto;3;141
Borgo Stretto;Polo Marzotto;1;141
Porta a Lucca;Borgo Stretto;4;141
Polo Marzotto;Borgo Stretto;5;141
Borgo Stretto;Polo Marzotto;4;141
Stazione F.S.;Vittorio Emanuele;9;141
Polo Marzotto;Teatro Tribunale;8;141
Borgo Stretto;Polo Marzotto;1;141
Polo Marzotto;Borgo Stretto;12;141
Polo Marzotto;Borgo Stretto;11;141
Teatro Tribunale;Polo Marzotto;12;142
Polo Marzotto;Teatro Tribunale;9;142
Polo Marzotto;Borgo Stretto;12;142
Polo Marzotto;Borgo Stretto;12;142
Polo Marzotto;Borgo Stretto;4;142
Polo Marzotto;Borgo Stretto;12;142
Polo Marzotto;Borgo Stretto;10;142
Stazione F.S.;Vittorio Emanuele;10;142
Polo Marzotto;Borgo Stretto;6;142
Borgo Stretto;Polo Marzotto;4;142
Polo Marzotto;Borgo Stretto;11;142
Polo Marzotto;Borgo Stretto;11;142
Borgo Stretto;Polo Marzotto;11;142
Borgo Stretto;Polo Marzotto;7;142
Polo Marzotto;Teatro Tribunale;2;142
Stazione F.S.;Vittorio Emanuele;6;142
Borgo Stretto;Polo Marzotto;3;142
Polo Marzotto;Borgo Stretto;11;142
Polo Marzotto;Borgo Stretto;6;142
Borgo Stretto;Polo Marzotto;11;142
Polo Marzotto;Borgo Stretto;1;142
Polo Marzotto;Borgo Stretto;10;142
Borgo Stretto;Polo Marzotto;5;142
Vittorio Emanuele;Comune Palazzo Blu;7;142
Polo Marzotto;Teatro Tribunale;11;142
Borgo Stretto;Polo Marzotto;4;142
Borgo Stretto;Polo Marzotto;3;142
Polo Marzotto;Borgo Stretto;10;142
Borgo Stretto;Polo Marzotto;1;142
Polo Marzotto;Teatro Tribunale;8;142
Borgo Stretto;Teatro Tribunale;7;142
Vittorio Emanuele;Comune Palazzo Blu;1;142
Polo Marzotto;Borgo Stretto;6;142
Polo Marzotto;Borgo Stretto;2;142
Borgo Stretto;Polo Marzotto;6;142
Polo Marzotto;Borgo Stretto;12;142
Polo Marzotto;Borgo Stretto;5;142
Polo Marzotto;Teatro Tribunale;12;142
Borgo Stretto;Polo Marzotto;12;142
Borgo Stretto;Polo Marzotto;2;142
Polo Marzotto;Borgo Stretto;5;142
Borgo Stretto;Porta a Lucca;10;142
Polo Marzotto;Borgo Stretto;7;142
Polo Marzotto;Borgo Stretto;4;142
Polo Marzotto;Borgo Stretto;4;142
Polo Marzotto;Borgo Stretto;9;142
Polo Marzotto;Borgo Stretto;3;142
Stazione F.S.;Vittorio Emanuele;7;142
Polo Marzotto;Borgo Stretto;5;142
Polo Marzotto;Borgo Stretto;6;142
Borgo Stretto;Comune Palazzo Blu;2;143
Polo Marzotto;Borgo Stretto;6;143
Polo Marzotto;Borgo Stretto;2;143
Polo Marzotto;Teatro Tribunale;10;143
Borgo Stretto;Polo Marzotto;3;143
Polo Marzotto;Teatro Tribunale;11;143
Polo Marzotto;Borgo Stretto;7;143
Stazione F.S.;Vittorio Emanuele;3;143
Polo Marzotto;Borgo Stretto;4;143
Teatro Tribunale;Borgo Stretto;3;143
Teatro Tribunale;Borgo Stretto;6;143
Borgo Stretto;Polo Marzotto;11;143
Polo Marzotto;Borgo Stretto;4;143
Polo Marzotto;Borgo Stretto;11;143
Comune Palazzo Blu;Borgo Stretto;4;143
Polo Marzotto;Borgo Stretto;4;143
Borgo Stretto;Polo Marzotto;11;143
Stazione F.S.;Vittorio Emanuele;4;143
Polo Marzotto;Borgo Stretto;6;143
Borgo Stretto;Polo Marzotto;4;143
Teatro Tribunale;Borgo Stretto;6;143
Borgo Stretto;Polo Marzotto;6;143
Polo Marzotto;Borgo Stretto;4;143
Comune Palazzo Blu;Borgo Stretto;5;143
Borgo Stretto;Polo Marzotto;2;143
Borgo Stretto;Polo Marzotto;9;143
Teatro Tribunale;Polo Marzotto;5;143
Borgo Stretto;Polo Marzotto;4;143
Polo Marzotto;Teatro Tribunale;2;143
Polo Marzotto;Borgo Stretto;3;143
Teatro Tribunale;Polo Marzotto;2;143
Teatro Tribunale;Polo Marzotto;2;143
Borgo Stretto;Polo Marzotto;2;143
Borgo Stretto;Polo Marzotto;10;143
Polo Marzotto;Borgo Stretto;2;143
Porta a Lucca;Borgo Stretto;9;143
Borgo Stretto;Polo Marzotto;12;143
Borgo Stretto;Polo Marzotto;4;143
Polo Marzotto;Borgo Stretto;10;144
Polo Marzotto;Teatro Tribunale;2;144
Polo Marzotto;Borgo Stretto;3;144
Polo Marzotto;Borgo Stretto;7;144
Polo Marzotto;Borgo Stretto;4;144
Polo Marzotto;Borgo Stretto;9;144
Borgo Stretto;Polo Marzotto;7;144
Borgo Stretto;Polo Marzotto;9;144
Polo Marzotto;Borgo Stretto;4;144
Polo Marzotto;Borgo Stretto;9;144
Borgo Stretto;Polo Marzotto;10;144
Porta a Lucca;Borgo Stretto;10;144
Comune Palazzo Blu;Borgo Stretto;3;144
Borgo Stretto;Polo Marzotto;4;144
Teatro Tribunale;Polo Marzotto;9;144
Polo Marzotto;Borgo Stretto;12;144
Polo Marzotto;Borgo Stretto;6;144
Borgo Stretto;Polo Marzotto;11;144
Polo Marzotto;Borgo Stretto;1;144
Polo Marzotto;Borgo Stretto;3;144
Borgo Stretto;Polo Marzotto;4;144
Polo Marzotto;Borgo Stretto;3;144
Polo Marzotto;Borgo Stretto;10;144
Borgo Stretto;Polo Marzotto;7;144
Polo Marzotto;Borgo Stretto;11;144
Comune Palazzo Blu;Borgo Stretto;4;144
Borgo Stretto;Polo Marzotto;7;144
Polo Marzotto;Borgo Stretto;5;144
Stazione F.S.;Vittorio Emanuele;4;144
Comune Palazzo Blu;Borgo Stretto;9;144
Borgo Stretto;Polo Marzotto;9;144
Borgo Stretto;Polo Marzotto;9;144
Borgo Stretto;Polo Marzotto;5;144
Borgo Stretto;Polo Marzotto;5;144
Polo Marzotto;Teatro Tribunale;10;144
Teatro Tribunale;Borgo Stretto;1;144
Polo Marzotto;Borgo Stretto;3;144
Borgo Stretto;Polo Marzotto;11;144
Borgo Stretto;Polo Marzotto;1;144
Borgo Stretto;Teatro Tribunale;3;144
Borgo Stretto;Teatro Tribunale;9;144
Polo Marzotto;Teatro Tribunale;12;144
Polo Marzotto;Borgo Stretto;3;144
Polo Marzotto;Borgo Stretto;7;144
Borgo Stretto;Teatro Tribunale;6;144
Polo Marzotto;Borgo Stretto;5;144
Polo Marzotto;Borgo Stretto;11;144
Polo Marzotto;Borgo Stretto;2;144
Polo Marzotto;Borgo Stretto;9;144
Borgo Stretto;Polo Marzotto;2;144
Borgo Stretto;Teatro Tribunale;9;144
Borgo Stretto;Teatro Tribunale;12;145
Polo Marzotto;Borgo Stretto;10;145
Vittorio Emanuele;Stazione F.S.;9;145
Comune Palazzo Blu;Borgo Stretto;9;145
Borgo Stretto;Polo Marzotto;2;145
Polo Marzotto;Borgo Stretto;10;145
Stazione F.S.;Vittorio Emanuele;10;145
Polo Marzotto;Borgo Stretto;4;145
Borgo Stretto;Polo Marzotto;6;145
Teatro Tribunale;Borgo Stretto;6;145
Polo Marzotto;Borgo Stretto;5;145
Borgo Stretto;Porta a Lucca;4;145
Polo Marzotto;Borgo Stretto;6;145
Teatro Tribunale;Borgo Stretto;10;145
Polo Marzotto;Borgo Stretto;4;145
Borgo Stretto;Polo Marzotto;3;145
Borgo Stretto;Polo Marzotto;1;145
Borgo Stretto;Polo Marzotto;11;145
Borgo Stretto;Polo Marzotto;2;145
Teatro Tribunale;Borgo Stretto;1;145
Borgo Stretto;Polo Marzotto;9;145
Polo Marzotto;Borgo Stretto;5;145
Stazione F.S.;Vittorio Emanuele;5;145
Polo Marzotto;Borgo Stretto;6;145
Polo Marzotto;Borgo Stretto;9;145
Comune Palazzo Blu;Teatro Tribunale;10;145
Borgo Stretto;Comune Palazzo Blu;10;145
Polo Marzotto;Borgo Stretto;11;145
Polo Marzotto;Borgo Stretto;11;145
Polo Marzotto;Teatro Tribunale;11;145
Teatro Tribunale;Polo Marzotto;9;145
Borgo Stretto;Comune Palazzo Blu;1;145
Borgo Stretto;Polo Marzotto;3;145
Polo Marzotto;Borgo Stretto;4;145
Comune Palazzo Blu;Vittorio Emanuele;12;145
Polo Marzotto;Borgo Stretto;1;145
Porta a Lucca;Borgo Stretto;7;145
Teatro Tribunale;Borgo Stretto;10;145
Stazione F.S.;Vittorio Emanuele;9;145
Polo Marzotto;Borgo Stretto;6;145
Borgo Stretto;Polo Marzotto;6;145
Borgo Stretto;Polo Marzotto;4;145
Borgo Stretto;Comune Palazzo Blu;12;145
Polo Marzotto;Borgo Stretto;2;145
Polo Marzotto;Borgo Stretto;9;145
Polo Marzotto;Borgo Stretto;4;145
Stazione F.S.;Vittorio Emanuele;9;146
Borgo Stretto;Polo Marzotto;7;146
Polo Marzotto;Borgo Stretto;1;146
Borgo Stretto;Polo Marzotto;5;146
Borgo Stretto;Polo Marzotto;11;146
Borgo Stretto;Teatro Tribunale;3;146
Vittorio Emanuele;Comune Palazzo Blu;6;146
Borgo Stretto;Polo Marzotto;11;146
Polo Marzotto;Borgo Stretto;4;146
Teatro Tribunale;Polo Marzotto;10;146
Teatro Tribunale;Polo Marzotto;9;146
Borgo Stretto;Polo Marzotto;9;146
Borgo Stretto;Polo Marzotto;11;146
Borgo Stretto;Polo Marzotto;3;146
Borgo Stretto;Porta a Lucca;2;146
Polo Marzotto;Borgo Stretto;10;146
Borgo Stretto;Polo Marzotto;10;146
Polo Marzotto;Borgo Stretto;5;146
Borgo Stretto;Teatro Tribunale;3;146
Borgo Stretto;Teatro Tribunale;11;146
Teatro Tribunale;Borgo Stretto;10;146
Borgo Stretto;Teatro Tribunale;7;146
Borgo Stretto;Polo Marzotto;2;146
Vittorio Emanuele;Comune Palazzo Blu;6;146
Vittorio Emanuele;Comune Palazzo Blu;1;146
Borgo Stretto;Polo Marzotto;3;146
Borgo Stretto;Teatro Tribunale;10;146
Borgo Stretto;Teatro Tribunale;9;146
Polo Marzotto;Borgo Stretto;5;146
Polo Marzotto;Borgo Stretto;6;146
Polo Marzotto;Teatro Tribunale;9;146
Borgo Stretto;Polo Marzotto;3;146
Polo Marzotto;Borgo Stretto;3;146
Polo Marzotto;Borgo Stretto;6;146
Polo Marzotto;Teatro Tribunale;4;146
Borgo Stretto;Polo Marzotto;9;146
Polo Marzotto;Borgo Stretto;1;146
Polo Marzotto;Borgo Stretto;5;146
Polo Marzotto;Borgo Stretto;7;146
Polo Marzotto;Borgo Stretto;5;146
Polo Marzotto;Borgo Stretto;11;146
Polo Marzotto;Borgo Stretto;9;146
Polo Marzotto;Borgo Stretto;12;146
Polo Marzotto;Borgo Stretto;4;146
Polo Marzotto;Teatro Tribunale;2;146
Borgo Stretto;Teatro Tribunale;4;147
Teatro Tribunale;Polo Marzotto;4;147
Borgo Stretto;Polo Marzotto;4;147
Borgo Stretto;Polo Marzotto;6;147
Borgo Stretto;Polo Marzotto;5;147
Borgo Stretto;Porta a Lucca;3;147
Borgo Stretto;Polo Marzotto;6;147
Borgo Stretto;Polo Marzotto;9;147
Polo Marzotto;Borgo Stretto;6;147
Polo Marzotto;Borgo Stretto;4;147
Polo Marzotto;Borgo Stretto;3;147
Borgo Stretto;Teatro Tribunale;5;147
Polo Marzotto;Borgo Stretto;4;147
Borgo Stretto;Polo Marzotto;1;147
Teatro Tribunale;Borgo Stretto;4;147
Borgo Stretto;Polo Marzotto;6;147
Borgo Stretto;Polo Marzotto;7;147
Teatro Tribunale;Polo Marzotto;4;147
Polo Marzotto;Borgo Stretto;11;147
Borgo Stretto;Teatro Tribunale;9;147
Borgo Stretto;Polo Marzotto;3;147
Borgo Stretto;Polo Marzotto;3;147
Borgo Stretto;Polo Marzotto;10;147
Borgo Stretto;Polo Marzotto;2;147
Borgo Stretto;Porta a Lucca;8;147
Polo Marzotto;Borgo Stretto;11;147
Borgo Stretto;Polo Marzotto;2;147
Borgo Stretto;Polo Marzotto;5;147
Borgo Stretto;Polo Marzotto;10;147
Polo Marzotto;Borgo Stretto;10;147
Polo Marzotto;Borgo Stretto;2;147
Teatro Tribunale;Borgo Stretto;1;147
Borgo Stretto;Polo Marzotto;5;147
Polo Marzotto;Borgo Stretto;12;147
Comune Palazzo Blu;Borgo Stretto;9;147
Polo Marzotto;Borgo Stretto;4;147
Teatro Tribunale;Borgo Stretto;4;147
Polo Marzotto;Borgo Stretto;11;147
Polo Marzotto;Borgo Stretto;4;147
Polo Marzotto;Borgo Stretto;5;147
Polo Marzotto;Borgo Stretto;4;147
Polo Marzotto;Borgo Stretto;6;147
Borgo Stretto;Polo Marzotto;4;147
Borgo Stretto;Polo Marzotto;5;147
Borgo Stretto;Comune Palazzo Blu;11;147
Borgo Stretto;Polo Marzotto;6;147
Teatro Tribunale;Borgo Stretto;3;148
Teatro Tribunale;Polo Marzotto;12;148
Borgo Stretto;Comune Palazzo Blu;9;148
Teatro Tribunale;Polo Marzotto;12;148
Borgo Stretto;Polo Marzotto;5;148
Polo Marzotto;Borgo Stretto;2;148
Borgo Stretto;Polo Marzotto;2;148
Borgo Stretto;Polo Marzotto;6;148
Polo Marzotto;Teatro Tribunale;12;148
Polo Marzotto;Borgo Stretto;2;148
Teatro Tribunale;Borgo Stretto;4;148
Teatro Tribunale;Polo Marzotto;12;148
Polo Marzotto;Borgo Stretto;5;148
Comune Palazzo Blu;Borgo Stretto;10;148
Polo Marzotto;Borgo Stretto;11;148
Polo Marzotto;Borgo Stretto;1;148
Polo Marzotto;Borgo Stretto;4;148
Teatro Tribunale;Borgo Stretto;3;148
Comune Palazzo Blu;Vittorio Emanuele;11;148
Polo Marzotto;Borgo Stretto;9;148
Polo Marzotto;Borgo Stretto;6;148
Borgo Stretto;Polo Marzotto;5;148
Polo Marzotto;Borgo Stretto;2;148
Borgo Stretto;Porta a Lucca;4;148
Borgo Stretto;Polo Marzotto;11;148
Polo Marzotto;Borgo Stretto;10;148
Polo Marzotto;Borgo Stretto;1;148
Polo Marzotto;Borgo Stretto;4;148
Teatro Tribunale;Borgo Stretto;6;148
Vittorio Emanuele;Comune Palazzo Blu;6;148
Polo Marzotto;Borgo Stretto;12;148
Teatro Tribunale;Polo Marzotto;2;148
Comune Palazzo Blu;Vittorio Emanuele;2;148
Comune Palazzo Blu;Borgo Stretto;4;148
Comune Palazzo Blu;Vittorio Emanuele;9;148
Vittorio Emanuele;Comune Palazzo Blu;6;148
Polo Marzotto;Borgo Stretto;6;148
Stazione F.S.;Vittorio Emanuele;9;148
Polo Marzotto;Borgo Stretto;5;148
Borgo Stretto;Comune Palazzo Blu;6;148
Borgo Stretto;Porta a Lucca;9;148
Borgo Stretto;Polo Marzotto;7;148
Polo Marzotto;Borgo Stretto;9;148
Vittorio Emanuele;Comune Palazzo Blu;5;148
Borgo Stretto;Polo Marzotto;6;148
